"Total exx(8,0,R,W,C) vs. kxx(8,0,R,W,C)
       0        0
   0.145150E-04   -0.157471E-01
   0.286830E-04   -0.312407E-01
   0.468043E-04   -0.512692E-01
   0.732793E-04   -0.810732E-01
   0.111155E-03   -0.125248E+00
   0.128788E-03   -0.146645E+00
   0.131300E-03   -0.151794E+00
   0.133669E-03   -0.158483E+00
   0.135936E-03   -0.168884E+00


